WKT,Категория,Категория #,Град/район,Име,name,description,Категория #
"LINESTRING (23.03036 42.99145, 23.03022 42.99072, 23.03113 42.99046, 23.03161 42.98767, 23.03159 42.98652, 23.03066 42.98558, 23.02934 42.98363, 23.02737 42.98194, 23.02666 42.98145, 23.02509 42.98184, 23.02407 42.98231, 23.02341 42.98331, 23.02156 42.98422, 23.02075 42.98446, 23.02012 42.98468, 23.01785 42.98587, 23.01621 42.98628, 23.01576 42.98635, 23.0154 42.98632, 23.01249 42.98572, 23.0119 42.9855, 23.01091 42.98504, 23.0105 42.98495, 23.00957 42.98496, 23.0087 42.98504, 23.00767 42.98542, 23.00705 42.98567, 23.00572 42.98542, 23.00413 42.9854, 23.0034 42.98551, 23.00256 42.9856, 23.00224 42.98573, 23.00202 42.98622, 23.00227 42.98689, 23.00293 42.98773, 23.00332 42.98806, 23.00335 42.9885, 23.0034 42.98938, 23.00354 42.98956, 23.00461 42.98981, 23.00693 42.99013, 23.00802 42.99032, 23.00932 42.99111, 23.00968 42.99148, 23.01001 42.99233, 23.01057 42.99284, 23.01082 42.99372, 23.01157 42.99564, 23.01296 42.9966, 23.01389 42.99722, 23.01404 42.99862, 23.01636 42.99945, 23.01567 43.00058, 23.01351 43.00061, 23.01261 43.00051, 23.01203 43.00053, 23.01101 43.00065, 23.01032 43.00048, 23.0104 43.001, 23.0101 43.00166, 23.00873 43.00301, 23.00815 43.00493, 23.00682 43.00512, 23.00455 43.00455, 23.00192 43.00465, 22.99919 43.00496, 22.99738 43.00556, 22.99508 43.00848)",,4.0,София,,,,
"LINESTRING (23.366882 42.66772, 23.366761 42.667706, 23.365943 42.667268, 23.3629465 42.6653349)",,3.0,,Line 546,,,
"LINESTRING (23.3532399 42.6559385, 23.3533334 42.6544245, 23.3533536 42.6540021, 23.3533098 42.6537204)",,4.0,,Line 548,,,
"LINESTRING (23.3840884 42.6571932, 23.385911 42.655883)",,5.0,София,Line 544,,,
"LINESTRING (23.401195 42.644413, 23.401081 42.64441, 23.399647 42.64492, 23.399239 42.645135, 23.398548 42.645687, 23.39847 42.645823)",,5.0,София,,,,
"LINESTRING (23.544934 42.3304243, 23.5433463 42.32784)",,1.0,,Line 546,,,
"LINESTRING (23.3584661 42.6563324, 23.3589325 42.6564984, 23.3589298 42.6571138, 23.359279 42.65727)",,4.0,София,,,,
"LINESTRING (23.368195 42.6633216, 23.3684793 42.6633138, 23.3690158 42.6631717, 23.3691392 42.6631836, 23.3695469 42.6634084, 23.3696971 42.6635504, 23.3698634 42.6635425, 23.3702102 42.663379)",,4.0,София,,,,
"LINESTRING (23.04415 43.01697, 23.0449619 43.0177559, 23.04925 43.01873, 23.04995 43.01875, 23.05319 43.02066, 23.05541 43.02159, 23.05601 43.02238, 23.05991 43.02469, 23.06142 43.02575, 23.06352 43.02722, 23.06403 43.02775, 23.06538 43.02813)",,3.0,София,,,,
"LINESTRING (23.06538 43.02813 0.0, 23.06589 43.02836 0.0, 23.06672 43.02901 0.0, 23.06834 43.02998 0.0, 23.06892 43.03033 0.0, 23.06979 43.03151 0.0, 23.07072 43.03254 0.0, 23.07175 43.03334 0.0, 23.07284 43.0346 0.0, 23.07316 43.03523 0.0, 23.07381 43.03567 0.0, 23.07409 43.036 0.0, 23.07374 43.03661 0.0, 23.07308 43.03685 0.0, 23.07262 43.03694 0.0, 23.07202 43.03738 0.0, 23.0719 43.03777 0.0, 23.0712 43.03859 0.0, 23.07108 43.03884 0.0, 23.07117 43.03922 0.0, 23.07101 43.03967 0.0, 23.07059 43.04009 0.0, 23.07019 43.0403 0.0, 23.06981 43.04046 0.0)",,4.0,София,,,,
"LINESTRING (23.3717701 42.6665226, 23.3715515 42.6666843, 23.3694846 42.668214)",,5.0,София,,,,
"LINESTRING (23.3562393 42.6776172, 23.355749 42.678213, 23.356221 42.679237, 23.355641 42.679424, 23.356457 42.680223, 23.356182 42.680376, 23.356694 42.680838, 23.356894 42.68089)",,4.0,София,,,,
"LINESTRING (23.347835 42.68422, 23.3497942 42.6856549, 23.3484112 42.6866036)",,3.0,София,,,,
"LINESTRING (23.34877 42.68299, 23.3481303 42.6834065, 23.348023 42.6834006, 23.3479291 42.6834361, 23.3478781 42.6834617, 23.3475447 42.6836944, 23.3475649 42.6839064, 23.3474629 42.6839379, 23.3475394 42.6840414, 23.3476936 42.6841627, 23.347835 42.68422)",,5.0,София,,,,
"LINESTRING (23.3395578 42.6893087, 23.340054 42.688942)",,3.0,,Line 555,,,
"LINESTRING (23.364336 42.670156, 23.3644988 42.6702585, 23.3650004 42.6706785, 23.36423 42.671284)",,3.0,София,,,,
